R00005	R00005	urea-1-carboxylate amidohydrolase; Urea-1-carboxylate + H2O <=> 2 CO2 + 2 Ammonia
R02158	R02158	UDPglucose:flavonol 3-O-D-glucosyltransferase; UDP-glucose + Quercetin <=> UDP + Quercetin 3-O-glucoside
R02160	R02160	dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase; Taxifolin + 2-Oxoglutarate + Oxygen <=> Quercetin + Succinate + CO2 + H2O
R02164	R02164	succinate:quinone oxidoreductase; Quinone + Succinate <=> Hydroquinone + Fumarate
R02170	R02170	Penicillin amidohydrolase; Penicillin + H2O <=> Carboxylate + 6-Aminopenicillanate
R02173	R02173	Tryptamine:oxygen oxidoreductase(deaminating); Tryptamine + H2O + Oxygen <=> Indole-3-acetaldehyde + Ammonia + Hydrogen peroxide
R02174	R02174	S-Adenosyl-L-methionine:amine N-methyltransferase; S-Adenosyl-L-methionine + Tryptamine <=> S-Adenosyl-L-homocysteine + N-Methyltryptamine
R02175	R02175	S-adenosyl-L-methionine:2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase; 2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine <=> Ubiquinone-6 + S-Adenosyl-L-homocysteine
R02180	R02180	3'-Phosphoadenylylsulfate:chondroitin 4'-sulfotransferase; 3'-Phosphoadenylyl sulfate + Chondroitin <=> Adenosine 3',5'-bisphosphate + Chondroitin 4-sulfate
R02181	R02181	3'-Phosphoadenylylsulfate:chondroitin 6'-sulfotransferase; 3'-Phosphoadenylyl sulfate + Chondroitin <=> Adenosine 3',5'-bisphosphate + Chondroitin 6-sulfate
R02187	R02187	Polyphosphate:D-glucose 6-phosphotransferase; Polyphosphate + beta-D-Glucose <=> Polyphosphate + beta-D-Glucose 6-phosphate
R02189	R02189	Polyphosphate:D-glucose 6-phosphotransferase; Polyphosphate + alpha-D-Glucose <=> Polyphosphate + alpha-D-Glucose 6-phosphate
R02192	R02192	N-acyl-D-amino acid amidohydrolase; N-Acyl-D-amino acid + H2O <=> Carboxylate + D-Amino acid
R02193	R02193	Coniferyl aldehyde:NADP+ oxidoreductase (CoA-feruloylating); Coniferyl aldehyde + CoA + NADP+ <=> Feruloyl-CoA + NADPH + H+
R02194	R02194	Ferulate:CoA ligase (AMP-forming); ATP + Ferulate + CoA <=> AMP + Diphosphate + Feruloyl-CoA
R02196	R02196	L-Isoleucine:NAD+ oxidoreductase(deaminating); L-Isoleucine + NAD+ + H2O <=> (S)-3-Methyl-2-oxopentanoic acid + Ammonia + NADH + H+
R02197	R02197	L-Isoleucine:oxygen oxidoreductase (deaminating); L-Isoleucine + H2O + Oxygen <=> (S)-3-Methyl-2-oxopentanoic acid + Ammonia + Hydrogen peroxide
R02199	R02199	L-Isoleucine:2-oxoglutarate aminotransferase; L-Isoleucine + 2-Oxoglutarate <=> (S)-3-Methyl-2-oxopentanoic acid + L-Glutamate
R02201	R02201	L-pipecolate:NAD+ 2-oxidoreductase; L-Pipecolate + NAD+ <=> Delta1-Piperideine-2-carboxylate + NADH + H+
R02203	R02203	L-pipecolate:NADP+ 2-oxidoreductase; L-Pipecolate + NADP+ <=> Delta1-Piperideine-2-carboxylate + NADPH + H+
R02204	R02204	L-Pipecolate:oxygen 1,6-oxidoreductase; L-Pipecolate + Oxygen <=> (S)-2,3,4,5-Tetrahydropyridine-2-carboxylate + Hydrogen peroxide
R02207	R02207	20alpha-Hydroxy-4-pregnen-3-one:NAD+ 20-oxidoreductase; 20alpha-Hydroxy-4-pregnen-3-one + NAD+ <=> Progesterone + NADH + H+
R02208	R02208	5alpha-pregnane-3,20-dione:NADP+ delta4-oxidoreductase; 5alpha-Pregnane-3,20-dione + NADP+ <=> Progesterone + NADPH + H+
R02209	R02209	20alpha-Hydroxy-4-pregnen-3-one:NADP+ 20-oxidoreductase; 20alpha-Hydroxy-4-pregnen-3-one + NADP+ <=> Progesterone + NADPH + H+
R02211	R02211	progesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating); Progesterone + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 17alpha-Hydroxyprogesterone + [Oxidized NADPH---hemoprotein reductase] + H2O
R02213	R02213	progesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating); Progesterone + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 11-Deoxycorticosterone + [Oxidized NADPH---hemoprotein reductase] + H2O
R02215	R02215	5beta-Pregnane-3,20-dione:(acceptor) delta4-oxidoreductase; 5beta-Pregnane-3,20-dione + Acceptor <=> Progesterone + Reduced acceptor
R02216	R02216	Pregnenolone:NAD+ 3-oxidoreductase; Pregnenolone + NAD+ <=> Progesterone + NADH + H+
R02218	R02218	progesterone,reduced ferredoxin:oxygen oxidoreductase (11-hydroxylating); Progesterone + 2 Reduced ferredoxin + Oxygen + 2 H+ <=> 11beta-Hydroxyprogesterone + 2 Oxidized ferredoxin + H2O
R02219	R02219	3-Oxo-5beta-steroid:NADP+ delta4-oxidoreductase; 3-Oxo-5beta-steroid: (acceptor) delta4-oxidoreductase; Progesterone + NADPH + H+ <=> 5beta-Pregnane-3,20-dione + NADP+
R02220	R02220	sinapoyl aldehyde:NADP+ oxidoreductase (CoA-sinapoylating); Sinapoyl aldehyde + CoA + NADP+ <=> Sinapoyl-CoA + NADPH + H+
R02221	R02221	Sinapate:CoA ligase (AMP-forming); ATP + Sinapate + CoA <=> AMP + Diphosphate + Sinapoyl-CoA
R02222	R02222	steroyl-CoA,hydrogen-donor:oxygen oxidoreductase; Stearoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Oleoyl-CoA + 2 Ferricytochrome b5 + 2 H2O
R02225	R02225	ATP:streptomycin 6-phosphotransferase; ATP + Streptomycin <=> ADP + Streptomycin 6-phosphate
R02228	R02228	Streptomycin-6-phosphate phosphohydrolase; Streptomycin 6-phosphate + H2O <=> Streptomycin + Orthophosphate
R02229	R02229	cyclohexanol:NAD+ oxidoreductase; Cyclohexanone + NADH + H+ <=> Cyclohexanol + NAD+
R02231	R02231	Cyclohexanone,NADPH:oxygen oxidoreductase (6-hydroxylating 1,2-lactonizing); Cyclohexanone + Oxygen + NADPH + H+ <=> epsilon-Caprolactone + NADP+ + H2O
R02235	R02235	dihydrofolate:NAD+ oxidoreductase; Dihydrofolate + NAD+ <=> Folate + NADH + H+
R02236	R02236	dihydrofolate:NADP+ oxidoreductase; Dihydrofolate + NADP+ <=> Folate + NADPH + H+
R02237	R02237	7,8-dihydropteroate:L-glutamate ligase (ADP-forming); ATP + Dihydropteroate + L-Glutamate <=> ADP + Orthophosphate + Dihydrofolate
R02239	R02239	1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase; Phosphatidate + H2O <=> 1,2-Diacyl-sn-glycerol + Orthophosphate
R02240	R02240	ATP:1,2-diacylglycerol 3-phosphotransferase; ATP + 1,2-Diacyl-sn-glycerol <=> ADP + Phosphatidate
R02241	R02241	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase; Phosphatidate + CoA <=> 1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA
R02243	R02243	cis-Aconitate carboxy-lyase; cis-Aconitate <=> Itaconate + CO2
R02244	R02244	trans-aconitate delta2-delta3-isomerase; trans-Aconitate <=> cis-Aconitate
R02245	R02245	ATP:(R)-mevalonate 5-phosphotransferase; ATP + (R)-Mevalonate <=> ADP + (R)-5-Phosphomevalonate
R02250	R02250	triacylglycerol acylhydrolase; Triacylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + Fatty acid
R02251	R02251	acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase; Triacylglycerol + CoA <=> 1,2-Diacyl-sn-glycerol + Acyl-CoA
R02252	R02252	phenylpropanoate:NAD+ delta2-oxidoreductase; Phenylpropanoate + NAD+ <=> trans-Cinnamate + NADH + H+
R02253	R02253	trans-cinnamate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (4-hydroxylating); trans-Cinnamate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 4-Coumarate + [Oxidized NADPH---hemoprotein reductase] + H2O
R02255	R02255	trans-Cinnamate:CoA ligase (AMP-forming); ATP + trans-Cinnamate + CoA <=> AMP + Diphosphate + Cinnamoyl-CoA
R02257	R02257	Propane-1,2-diol:NAD+ oxidoreductase; Propane-1,2-diol + NAD+ <=> (S)-Lactaldehyde + NADH + H+
R02260	R02260	(S)-lactaldehyde:NADP+ oxidoreductase; (S)-Lactaldehyde + NADP+ <=> Methylglyoxal + NADPH + H+
R02261	R02261	2-dehydro-3-deoxy-L-rhamnonate (S)-lactaldehyde lyase (pyruvate-forming); 2-Dehydro-3-deoxy-L-rhamnonate <=> (S)-Lactaldehyde + Pyruvate
R02262	R02262	L-Fuculose-1-phosphate lactaldehyde-lyase; L-Fuculose 1-phosphate <=> Glycerone phosphate + (S)-Lactaldehyde
R02263	R02263	L-Rhamnulose-1-phosphate lactaldehyde-lyase; L-Rhamnulose 1-phosphate <=> Glycerone phosphate + (S)-Lactaldehyde
R02265	R02265	(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13- dienoate E-isomerase; Prostaglandin H2 <=> Prostaglandin E2
R02266	R02266	(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13- dienoate D-isomerase; Prostaglandin H2 <=> Prostaglandin D2
R02267	R02267	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate 6-isomerase; Prostaglandin H2 <=> Prostaglandin I2
R02268	R02268	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-thromboxane-A2-isomerase; Prostaglandin H2 <=> Thromboxane A2
R02269	R02269	5,6-Dihydrouracil amidohydrolase; 5,6-Dihydrouracil + H2O <=> 3-Ureidopropionate
R02272	R02272	(S)-4-Amino-5-oxopentanoate 4,5-aminomutase; 5-Aminolevulinate <=> (S)-4-Amino-5-oxopentanoate
R02274	R02274	5-aminopentanoate:2-oxoglutarate aminotransferase; 5-Aminopentanoate + 2-Oxoglutarate <=> 5-Oxopentanoate + L-Glutamate
R02278	R02278	2-Dehydro-3-deoxy-L-arabinonate hydro-lyase; 2-Dehydro-3-deoxy-L-arabinonate <=> 2,5-Dioxopentanoate + H2O
R02279	R02279	5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating); 5-Dehydro-4-deoxy-D-glucarate <=> 2,5-Dioxopentanoate + H2O + CO2
R02280	R02280	1-pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing); 1-Pyrroline-4-hydroxy-2-carboxylate + H2O <=> 2,5-Dioxopentanoate + Ammonia
R02281	R02281	Alkane,reduced-rubredoxin:oxygen 1-oxidoreductase; Alkane + 2 Reduced rubredoxin + Oxygen + 2 H+ <=> 2 Oxidized rubredoxin + Primary alcohol + H2O
R02282	R02282	N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase; N-Acetylornithine + L-Glutamate <=> L-Ornithine + N-Acetyl-L-glutamate
R02283	R02283	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase; N-Acetylornithine + 2-Oxoglutarate <=> N-Acetyl-L-glutamate 5-semialdehyde + L-Glutamate
R02285	R02285	N-Formimino-L-glutamate formiminohydrolase; N-Formimino-L-glutamate + H2O <=> L-Glutamate + Formamide
R02286	R02286	N-Formimino-L-glutamate iminohydrolase; N-Formimino-L-glutamate + H2O <=> N-Formyl-L-glutamate + Ammonia
R02287	R02287	5-Formiminotetrahydrofolate:L-glutamate N-formiminotransferase; 5-Formiminotetrahydrofolate + L-Glutamate <=> Tetrahydrofolate + N-Formimino-L-glutamate
R02288	R02288	4-imidazolone-5-propanoate amidohydrolase; 4-Imidazolone-5-propanoate + H2O <=> N-Formimino-L-glutamate
R02289	R02289	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein methyltransferase; 5-Methyltetrahydrofolate + Co(I) corrinoid protein + H+ <=> Methyl-Co(III) corrinoid protein + Tetrahydrofolate
R02291	R02291	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating); L-Aspartate 4-semialdehyde + Orthophosphate + NADP+ <=> 4-Phospho-L-aspartate + NADPH + H+
R02294	R02294	N-Ribosylnicotinamide:orthophosphate ribosyltransferase; Nicotinamide-beta-riboside + Orthophosphate <=> Nicotinamide + alpha-D-Ribose 1-phosphate
R02295	R02295	Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase; Nicotinate D-ribonucleoside + Orthophosphate <=> Nicotinate + alpha-D-Ribose 1-phosphate + H+
R02296	R02296	cytidine:orthophosphate alpha-D-ribosyltransferase; Cytidine + Orthophosphate <=> Cytosine + alpha-D-Ribose 1-phosphate
R02297	R02297	Xanthosine:orthophosphate ribosyltransferase; Xanthosine + Orthophosphate <=> Xanthine + alpha-D-Ribose 1-phosphate
R02300	R02300	S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming); Folinic acid <=> 5,10-Methenyltetrahydrofolate + H2O
R02301	R02301	5-Formyltetrahydrofolate cyclo-ligase (ADP-forming); ATP + Folinic acid + H+ <=> ADP + Orthophosphate + 5,10-Methenyltetrahydrofolate
R02302	R02302	5-Formiminotetrahydrofolate ammonia-lyase (cyclizing); 5-Formiminotetrahydrofolate + H+ <=> 5,10-Methenyltetrahydrofolate + Ammonia
R02305	R02305	2-trans,6-trans-farnesyldiphosphate diphosphate-lyase (cyclizing, pentalenene-forming); trans,trans-Farnesyl diphosphate <=> Pentalenene + Diphosphate
R02306	R02306	trans,trans-farnesyl-diphosphate diphosphate-lyase (cyclizing, trichodiene-forming); trans,trans-Farnesyl diphosphate <=> Trichodiene + Diphosphate
R02307	R02307	trans,trans-Farnesyl-diphosphate farnesyltransferase (bicyclizing); trans,trans-Farnesyl diphosphate <=> Aristolochene + Diphosphate
R02311	R02311	2-trans,6-trans-Farnesyl-diphosphate diphosphate-lyase (cyclizing, (+)-delta-cadinene-forming); trans,trans-Farnesyl diphosphate <=> delta-Cadinene + Diphosphate
R02313	R02313	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase; N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-glutamate-forming); N6-(L-1,3-Dicarboxypropyl)-L-lysine + NAD+ + H2O <=> L-Glutamate + L-2-Aminoadipate 6-semialdehyde + NADH + H+
R02315	R02315	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase; N6-(L-1,3-Dicarboxypropyl)-L-lysine + NADP+ + H2O <=> L-Glutamate + L-2-Aminoadipate 6-semialdehyde + NADPH + H+
R02317	R02317	(S)-2-amino-6-oxohexanoate hydro-lyase (spontaneous); (S)-2,3,4,5-Tetrahydropyridine-2-carboxylate + H2O <=> L-2-Aminoadipate 6-semialdehyde
R02320	R02320	NTP:pyruvate O2-phosphotransferase; Nucleoside triphosphate + Pyruvate <=> NDP + Phosphoenolpyruvate
R02322	R02322	nicotinamide-D-ribonucleotide amidohydrolase; Nicotinamide D-ribonucleotide + H2O <=> Nicotinate D-ribonucleotide + Ammonia
R02323	R02323	nicotinamide ribonucleotide phosphohydrolase; Nicotinamide D-ribonucleotide + H2O <=> Nicotinamide-beta-riboside + Orthophosphate
R02324	R02324	ATP:N-ribosylnicotinamide 5'-phosphotransferase; ATP + Nicotinamide-beta-riboside <=> ADP + Nicotinamide D-ribonucleotide
R02325	R02325	dCTP aminohydrolase; dCTP + H2O <=> dUTP + Ammonia
R02326	R02326	ATP:dCDP phosphotransferase; ATP + dCDP <=> ADP + dCTP
R02327	R02327	dCTP:uridine 5'-phosphotransferase; dCTP + Uridine <=> dCDP + UMP
R02328	R02328	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase; dTTP + D-Glucose 1-phosphate <=> Diphosphate + dTDP-glucose
R02331	R02331	ATP:dUDP phosphotransferase; ATP + dUDP <=> ADP + dUTP
R02332	R02332	dUTP:uridine 5'-phosphotransferase; dUTP + Uridine <=> dUDP + UMP
R02333	R02333	Chitin amidohydrolase; Chitin + n H2O <=> Chitosan + n Acetate
R02334	R02334	[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase; Chitin + H2O <=> Chitobiose + Chitin
R02335	R02335	UDP-N-acetyl-D-glucosamine:chitin 4-beta-N-acetylglucosaminyl-transferase; UDP-N-acetyl-alpha-D-glucosamine + Chitin <=> UDP + Chitin
R02340	R02340	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase; Indoleglycerol phosphate <=> Indole + D-Glyceraldehyde 3-phosphate
R02350	R02350	3'-Phosphoadenylylsulfate:estrone 3-sulfotransferase; 3'-Phosphoadenylyl sulfate + Estrone <=> Adenosine 3',5'-bisphosphate + Estrone 3-sulfate
R02351	R02351	19-oxoandrostenedione,NADPH---hemoprotein reductase:oxygen oxidoreductase (aromatizing, formate-forming); 19-Oxoandrost-4-ene-3,17-dione + Oxygen + [Reduced NADPH---hemoprotein reductase] <=> Estrone + Formate + [Oxidized NADPH---hemoprotein reductase] + H2O
R02352	R02352	Estradiol-17beta:NAD+ 17-oxidoreductase; Estradiol-17beta + NAD+ <=> Estrone + NADH + H+
R02353	R02353	Estradiol-17beta:NADP+ 17-oxidoreductase; Estradiol-17beta + NADP+ <=> Estrone + NADPH + H+
R02354	R02354	Estrone + H+ + Oxygen + NADH <=> 2-Hydroxyestrone + NAD+ + H2O
R02355	R02355	Estrone + H+ + Oxygen + NADPH <=> 2-Hydroxyestrone + NADP+ + H2O
R02356	R02356	Estrone + H+ + Oxygen + NADPH <=> 16alpha-Hydroxyestrone + NADP+ + H2O
R02358	R02358	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific); Estrone + UDP-glucuronate <=> Estrone glucuronide + UDP
R02360	R02360	poly(1,4-alpha-D-galacturonate) glycanohydrolase; Pectate + H2O <=> Digalacturonate + Pectate
R02361	R02361	(1->4)-alpha-D-galacturonan reducing-end-disaccharide-lyase; Pectate <=> 4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate + Pectate
R02362	R02362	Pectin pectylhydrolase; Pectin + n H2O <=> n Methanol + Pectate
R02363	R02363	Hydroquinone:oxygen oxidoreductase; 2 Hydroquinone + Oxygen <=> 2 p-Benzoquinone + 2 H2O
R02366	R02366	Acyl-CoA:retinol O-acyltransferase; Acyl-CoA + Retinol <=> CoA + Retinyl ester
R02367	R02367	Palmitoyl-CoA:retinol O-acyltransferase; Palmitoyl-CoA + Retinol <=> CoA + Retinyl palmitate
R02368	R02368	retinyl-palmitate palmitohydrolase; Retinyl palmitate + H2O <=> Retinol + Hexadecanoic acid
R02370	R02370	Cytidine 3'-phosphate phosphohydrolase; 3'-CMP + H2O <=> Cytidine + Orthophosphate
R02371	R02371	dCTP:cytidine 5'-phosphotransferase; dCTP + Cytidine <=> dCDP + CMP
R02372	R02372	dUTP:cytidine 5'-phosphotransferase; dUTP + Cytidine <=> dUDP + CMP
R02373	R02373	ecdysone:oxygen 3-oxidoreductase; Ecdysone + Oxygen <=> 3-Dehydroecdysone + Hydrogen peroxide
R02374	R02374	Ecdysone, hydrogen-donor:oxygen oxidoreductase (20-hydroxylating); Ecdysone + Reduced acceptor + Oxygen <=> 20-Hydroxyecdysone + Acceptor + H2O
R02376	R02376	propane-1,2-diol hydro-lyase; Propane-1,2-diol <=> Propanal + H2O
R02377	R02377	Propane-1,3-diol:NAD+ 1-oxidoreductase; Propane-1-ol + NAD+ <=> Propanal + NADH + H+
R02379	R02379	S-Adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; S-Adenosyl-L-methionine + 5-Hydroxyferulic acid methyl ester <=> S-Adenosyl-L-homocysteine + Sinapate
R02380	R02380	UDPglucose:sinapate D-glucosyltransferase; UDP-glucose + Sinapate <=> UDP + 1-O-Sinapoyl-beta-D-glucose
R02382	R02382	Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing); Tyramine + H2O + Oxygen <=> 4-Hydroxyphenylacetaldehyde + Ammonia + Hydrogen peroxide
R02383	R02383	Monophenol,L-dopa:oxygen oxidoreductase; Tyramine + Oxygen + NADH + H+ <=> Dopamine + NAD+ + H2O
R02389	R02389	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific); 2 UDP-glucuronate + Bilirubin <=> 2 UDP + Bilirubin beta-diglucuronide
R02391	R02391	Bilirubin:NAD+ oxidoreductase; Bilirubin + NAD+ <=> Biliverdin + NADH + H+
R02393	R02393	Bilirubin:NADP+ oxidoreductase; Bilirubin + NADP+ <=> Biliverdin + NADPH + H+
R02394	R02394	Bilirubin:oxygen oxidoreductase; 2 Bilirubin + Oxygen <=> 2 Biliverdin + 2 H2O
R02396	R02396	Acetyl-CoA:carnitine O-acetyltransferase; Acetyl-CoA + Carnitine <=> CoA + O-Acetylcarnitine
R02397	R02397	4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating); 4-Trimethylammoniobutanoate + 2-Oxoglutarate + Oxygen <=> Carnitine + Succinate + CO2
R02401	R02401	glutarate-semialdehyde:NAD+ oxidoreductase; 5-Oxopentanoate + NAD+ + H2O <=> Glutarate + NADH + H+
R02404	R02404	Itaconate:CoA ligase (ADP-forming); ATP + Itaconate + CoA <=> ADP + Orthophosphate + Itaconyl-CoA
R02407	R02407	succinyl-CoA:itaconate CoA-transferase; Succinyl-CoA + Itaconate <=> Succinate + Itaconyl-CoA
R02408	R02408	L-cystine thiocysteine-lyase (deaminating; pyruvate-forming); L-Cystine + H2O <=> Pyruvate + Ammonia + Thiocysteine
R02410	R02410	Raffinose fructohydrolase; Raffinose + H2O <=> Melibiose + D-Fructose
R02411	R02411	1-alpha-D-Galactosyl-myo-inositol:sucrose 6-alpha-D-galactosyltransferase; alpha-D-Galactosyl-(1->3)-1D-myo-inositol + Sucrose <=> myo-Inositol + Raffinose
R02412	R02412	ATP:shikimate 3-phosphotransferase; ATP + Shikimate <=> ADP + Shikimate 3-phosphate
R02413	R02413	Shikimate:NADP+ 3-oxidoreductase; Shikimate + NADP+ <=> 3-Dehydroshikimate + NADPH + H+
R02415	R02415	Shikimate:pyrroloquinoline-quinone 3-oxidoreductase; Shikimate + PQQ <=> 3-Dehydroshikimate + PQQH2
R02416	R02416	4-Coumaroyl-CoA:shikimate O-(hydroxycinnamoyl)transferase; p-Coumaroyl-CoA + Shikimate <=> CoA + 4-Coumaroylshikimate
R02421	R02421	ADP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase; ADP-glucose + Amylose <=> ADP + Amylose
R02422	R02422	Allantoate amidinohydrolase; Allantoate + H2O <=> (S)-Ureidoglycolate + Urea
R02423	R02423	allantoate amidinohydrolase (decarboxylating); Allantoate + H2O <=> (S)-Ureidoglycine + Ammonia + CO2
R02425	R02425	(S)-allantoin amidohydrolase; (S)-Allantoin + H2O <=> Allantoate
R02426	R02426	CDPglucose 4,6-hydro-lyase; CDP-glucose <=> CDP-4-dehydro-6-deoxy-D-glucose + H2O
R02427	R02427	D-xylono-1,5-lactone lactonohydrolase; D-Xylonolactone + H2O <=> D-Xylonate
R02429	R02429	D-Xylonate hydro-lyase; D-Xylonate <=> 2-Dehydro-3-deoxy-D-xylonate + H2O
R02433	R02433	L-cysteate:2-oxoglutarate aminotransferase; L-Cysteate + 2-Oxoglutarate <=> 3-Sulfopyruvate + L-Glutamate
R02437	R02437	L-rhamnose ketol-isomerase; L-Rhamnose <=> L-Rhamnulose
R02439	R02439	ATP:L-ribulose 5-phosphotransferase; ATP + L-Ribulose <=> ADP + L-Ribulose 5-phosphate
R02442	R02442	naringenin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3'-hydroxylating); Naringenin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Eriodictyol + [Oxidized NADPH---hemoprotein reductase] + H2O
R02444	R02444	flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating); Naringenin + 2-Oxoglutarate + Oxygen <=> Dihydrokaempferol + Succinate + CO2
R02446	R02446	flavanone lyase (decyclizing); Naringenin <=> Naringenin chalcone
R02450	R02450	phenylglyoxylate:NAD+ oxidoreductase (CoA benzoylating); alpha-Oxo-benzeneacetic acid + CoA + NAD+ <=> Benzoyl-CoA + CO2 + NADH + H+
R02451	R02451	cyclohexa-1,5-diene-1-carbonyl-CoA:ferredoxin oxidoreductase (aromatizing, ATP-forming); Benzoyl-CoA + Reduced ferredoxin + 2 ATP + 2 H2O <=> Cyclohexa-1,5-diene-1-carbonyl-CoA + Oxidized ferredoxin + 2 Orthophosphate + 2 ADP
R02452	R02452	benzoyl-CoA:glycine N-benzoyltransferase; Benzoyl-CoA + Glycine <=> CoA + Hippurate
R02454	R02454	D-Mannonate:NAD+ 5-oxidoreductase; D-Mannonate + NAD+ <=> D-Fructuronate + NADH + H+
R02457	R02457	D-Ornithine:oxygen oxidoreductase (deaminating); D-Ornithine + H2O + Oxygen <=> 5-Amino-2-oxopentanoic acid + Ammonia + Hydrogen peroxide
R02459	R02459	D-Ornithine:2-oxoglutarate aminotransferase; D-Ornithine + 2-Oxo acid <=> 5-Amino-2-oxopentanoic acid + D-Amino acid
R02461	R02461	D-ornithine 4,5-aminomutase; D-Ornithine <=> (2R,4S)-2,4-Diaminopentanoate
R02464	R02464	Sphinganine-1-phosphate pamlmitaldehyde-lyase; Sphinganine 1-phosphate <=> Ethanolamine phosphate + Hexadecanal
R02466	R02466	3-sulfino-L-alanine carboxy-lyase; 3-Sulfino-L-alanine <=> Hypotaurine + CO2
